denominator,label_view,metric,model_name,metric_value,rank
D5_full_complete,audit_view,auprc,official_Alexandria_PBE_common_pool_public_hull_rank,0.4693726898931162,6
D5_full_complete,audit_view,stable_yield@100,official_Alexandria_PBE_common_pool_public_hull_rank,0.22,12
D5_full_complete,audit_view,stable_yield@300,official_Alexandria_PBE_common_pool_public_hull_rank,0.3233333333333333,6
D5_full_complete,audit_view,stable_yield@500,official_Alexandria_PBE_common_pool_public_hull_rank,0.36,6
D5_full_complete,audit_view,stable_yield@1000,official_Alexandria_PBE_common_pool_public_hull_rank,0.389,6
D5_full_complete,audit_view,stable_yield@5000,official_Alexandria_PBE_common_pool_public_hull_rank,0.502,6
D5_full_complete,audit_view,stable_yield@10000,official_Alexandria_PBE_common_pool_public_hull_rank,0.4284,6
D5_full_complete,mp_native,f1,official_Alexandria_PBE_source_native_public_hull_rank,0.8131239185411953,3
D5_full_complete,mp_native,precision,official_Alexandria_PBE_source_native_public_hull_rank,0.8131239185411953,3
D5_full_complete,mp_native,recall,official_Alexandria_PBE_source_native_public_hull_rank,0.8131239185411953,3
D5_full_complete,mp_native,balanced_accuracy,official_Alexandria_PBE_source_native_public_hull_rank,0.8419894531766823,3
D5_full_complete,mp_native,auroc,official_Alexandria_PBE_source_native_public_hull_rank,0.9023382206129161,3
D5_full_complete,mp_native,auprc,official_Alexandria_PBE_source_native_public_hull_rank,0.8412093080177298,3
D5_full_complete,mp_native,stable_yield@100,official_Alexandria_PBE_source_native_public_hull_rank,0.94,3
D5_full_complete,mp_native,stable_yield@300,official_Alexandria_PBE_source_native_public_hull_rank,0.9466666666666667,3
D5_full_complete,mp_native,stable_yield@500,official_Alexandria_PBE_source_native_public_hull_rank,0.934,3
D5_full_complete,mp_native,stable_yield@1000,official_Alexandria_PBE_source_native_public_hull_rank,0.915,4
D5_full_complete,mp_native,stable_yield@5000,official_Alexandria_PBE_source_native_public_hull_rank,0.8712,4
D5_full_complete,mp_native,stable_yield@10000,official_Alexandria_PBE_source_native_public_hull_rank,0.8884,4
D5_full_complete,alexmp20_native,f1,official_Alexandria_PBE_source_native_public_hull_rank,0.8552512789647908,2
D5_full_complete,alexmp20_native,precision,official_Alexandria_PBE_source_native_public_hull_rank,0.8552512789647908,2
D5_full_complete,alexmp20_native,recall,official_Alexandria_PBE_source_native_public_hull_rank,0.8552512789647908,2
D5_full_complete,alexmp20_native,balanced_accuracy,official_Alexandria_PBE_source_native_public_hull_rank,0.8866493648306085,2
D5_full_complete,alexmp20_native,auroc,official_Alexandria_PBE_source_native_public_hull_rank,0.9361282322390279,2
D5_full_complete,alexmp20_native,auprc,official_Alexandria_PBE_source_native_public_hull_rank,0.8611432857960069,2
D5_full_complete,alexmp20_native,stable_yield@100,official_Alexandria_PBE_source_native_public_hull_rank,0.98,3
D5_full_complete,alexmp20_native,stable_yield@300,official_Alexandria_PBE_source_native_public_hull_rank,0.9633333333333334,3
D5_full_complete,alexmp20_native,stable_yield@500,official_Alexandria_PBE_source_native_public_hull_rank,0.956,3
D5_full_complete,alexmp20_native,stable_yield@1000,official_Alexandria_PBE_source_native_public_hull_rank,0.934,3
D5_full_complete,alexmp20_native,stable_yield@5000,official_Alexandria_PBE_source_native_public_hull_rank,0.8788,3
D5_full_complete,alexmp20_native,stable_yield@10000,official_Alexandria_PBE_source_native_public_hull_rank,0.8893,3
D5_full_complete,alex_pbe_native,f1,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,precision,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,recall,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,balanced_accuracy,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,auroc,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,auprc,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,stable_yield@100,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,stable_yield@300,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,stable_yield@500,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,stable_yield@1000,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,stable_yield@5000,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,alex_pbe_native,stable_yield@10000,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,common_pool,f1,official_Alexandria_PBE_source_native_public_hull_rank,0.8386509765861944,5
D5_full_complete,common_pool,precision,official_Alexandria_PBE_source_native_public_hull_rank,0.8386509765861944,5
D5_full_complete,common_pool,recall,official_Alexandria_PBE_source_native_public_hull_rank,0.8386509765861944,5
D5_full_complete,common_pool,balanced_accuracy,official_Alexandria_PBE_source_native_public_hull_rank,0.8328832680929152,5
D5_full_complete,common_pool,auroc,official_Alexandria_PBE_source_native_public_hull_rank,0.9143576738411389,5
D5_full_complete,common_pool,auprc,official_Alexandria_PBE_source_native_public_hull_rank,0.9375133736687676,4
D5_full_complete,common_pool,stable_yield@100,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,common_pool,stable_yield@300,official_Alexandria_PBE_source_native_public_hull_rank,0.9966666666666667,4
D5_full_complete,common_pool,stable_yield@500,official_Alexandria_PBE_source_native_public_hull_rank,0.998,4
D5_full_complete,common_pool,stable_yield@1000,official_Alexandria_PBE_source_native_public_hull_rank,0.999,4
D5_full_complete,common_pool,stable_yield@5000,official_Alexandria_PBE_source_native_public_hull_rank,0.9994,4
D5_full_complete,common_pool,stable_yield@10000,official_Alexandria_PBE_source_native_public_hull_rank,0.9996,3
D5_full_complete,consensus,f1,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,precision,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,recall,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,balanced_accuracy,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,auroc,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,auprc,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,stable_yield@100,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,stable_yield@300,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,stable_yield@500,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,stable_yield@1000,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,stable_yield@5000,official_Alexandria_PBE_source_native_public_hull_rank,1.0,1
D5_full_complete,consensus,stable_yield@10000,official_Alexandria_PBE_source_native_public_hull_rank,0.9487,1
D5_full_complete,uncertain,f1,official_Alexandria_PBE_source_native_public_hull_rank,0.22048539695598518,11
D5_full_complete,uncertain,precision,official_Alexandria_PBE_source_native_public_hull_rank,0.22048539695598518,11
D5_full_complete,uncertain,recall,official_Alexandria_PBE_source_native_public_hull_rank,0.22048539695598518,11
D5_full_complete,uncertain,balanced_accuracy,official_Alexandria_PBE_source_native_public_hull_rank,0.41777093444126556,11
D5_full_complete,uncertain,auroc,official_Alexandria_PBE_source_native_public_hull_rank,0.5445139277052249,5
D5_full_complete,uncertain,auprc,official_Alexandria_PBE_source_native_public_hull_rank,0.32493086672212423,7
D5_full_complete,uncertain,stable_yield@100,official_Alexandria_PBE_source_native_public_hull_rank,0.12,11
D5_full_complete,uncertain,stable_yield@300,official_Alexandria_PBE_source_native_public_hull_rank,0.17666666666666667,11
D5_full_complete,uncertain,stable_yield@500,official_Alexandria_PBE_source_native_public_hull_rank,0.17,11
D5_full_complete,uncertain,stable_yield@1000,official_Alexandria_PBE_source_native_public_hull_rank,0.187,11
D5_full_complete,uncertain,stable_yield@5000,official_Alexandria_PBE_source_native_public_hull_rank,0.254,11
D5_full_complete,uncertain,stable_yield@10000,official_Alexandria_PBE_source_native_public_hull_rank,0.2191,11
D5_full_complete,audit_view,f1,official_Alexandria_PBE_source_native_public_hull_rank,0.7828607568251291,2
D5_full_complete,audit_view,precision,official_Alexandria_PBE_source_native_public_hull_rank,0.7828607568251291,2
D5_full_complete,audit_view,recall,official_Alexandria_PBE_source_native_public_hull_rank,0.7828607568251291,2
D5_full_complete,audit_view,balanced_accuracy,official_Alexandria_PBE_source_native_public_hull_rank,0.8536765480482218,2
D5_full_complete,audit_view,auroc,official_Alexandria_PBE_source_native_public_hull_rank,0.9508833663221171,2
D5_full_complete,audit_view,auprc,official_Alexandria_PBE_source_native_public_hull_rank,0.779732062135284,2
D5_full_complete,audit_view,stable_yield@100,official_Alexandria_PBE_source_native_public_hull_rank,0.88,2
D5_full_complete,audit_view,stable_yield@300,official_Alexandria_PBE_source_native_public_hull_rank,0.8233333333333334,2
D5_full_complete,audit_view,stable_yield@500,official_Alexandria_PBE_source_native_public_hull_rank,0.83,2
D5_full_complete,audit_view,stable_yield@1000,official_Alexandria_PBE_source_native_public_hull_rank,0.813,2
D5_full_complete,audit_view,stable_yield@5000,official_Alexandria_PBE_source_native_public_hull_rank,0.746,2
D5_full_complete,audit_view,stable_yield@10000,official_Alexandria_PBE_source_native_public_hull_rank,0.7809,2
D5_full_complete,mp_native,f1,prevalence_dummy,0.37275389325169705,10
D5_full_complete,mp_native,precision,prevalence_dummy,0.37275389325169705,10
D5_full_complete,mp_native,recall,prevalence_dummy,0.37275389325169705,10
D5_full_complete,mp_native,balanced_accuracy,prevalence_dummy,0.4696405257087718,10
D5_full_complete,mp_native,auroc,prevalence_dummy,0.5,7
D5_full_complete,mp_native,auprc,prevalence_dummy,0.40865946857407054,7
D5_full_complete,mp_native,stable_yield@100,prevalence_dummy,0.4,10
D5_full_complete,mp_native,stable_yield@300,prevalence_dummy,0.39666666666666667,11
D5_full_complete,mp_native,stable_yield@500,prevalence_dummy,0.476,10
D5_full_complete,mp_native,stable_yield@1000,prevalence_dummy,0.451,9
D5_full_complete,mp_native,stable_yield@5000,prevalence_dummy,0.436,7
D5_full_complete,mp_native,stable_yield@10000,prevalence_dummy,0.3793,9
D5_full_complete,alexmp20_native,f1,prevalence_dummy,0.34998495335540175,8
D5_full_complete,alexmp20_native,precision,prevalence_dummy,0.34998495335540175,8
D5_full_complete,alexmp20_native,recall,prevalence_dummy,0.34998495335540175,8
D5_full_complete,alexmp20_native,balanced_accuracy,prevalence_dummy,0.49098259466551875,8
D5_full_complete,alexmp20_native,auroc,prevalence_dummy,0.5,7
D5_full_complete,alexmp20_native,auprc,prevalence_dummy,0.36150017677935214,7
D5_full_complete,alexmp20_native,stable_yield@100,prevalence_dummy,0.38,8
D5_full_complete,alexmp20_native,stable_yield@300,prevalence_dummy,0.36333333333333334,10
D5_full_complete,alexmp20_native,stable_yield@500,prevalence_dummy,0.434,7
D5_full_complete,alexmp20_native,stable_yield@1000,prevalence_dummy,0.421,7
D5_full_complete,alexmp20_native,stable_yield@5000,prevalence_dummy,0.3948,7
D5_full_complete,alexmp20_native,stable_yield@10000,prevalence_dummy,0.3344,9
D5_full_complete,alex_pbe_native,f1,prevalence_dummy,0.3383742911153119,7
D5_full_complete,alex_pbe_native,precision,prevalence_dummy,0.3383742911153119,7
D5_full_complete,alex_pbe_native,recall,prevalence_dummy,0.3383742911153119,7
D5_full_complete,alex_pbe_native,balanced_accuracy,prevalence_dummy,0.505582560564566,7
D5_full_complete,alex_pbe_native,auroc,prevalence_dummy,0.5,7
D5_full_complete,alex_pbe_native,auprc,prevalence_dummy,0.33090375044194836,7
D5_full_complete,alex_pbe_native,stable_yield@100,prevalence_dummy,0.29,11
D5_full_complete,alex_pbe_native,stable_yield@300,prevalence_dummy,0.31,11
D5_full_complete,alex_pbe_native,stable_yield@500,prevalence_dummy,0.386,7
D5_full_complete,alex_pbe_native,stable_yield@1000,prevalence_dummy,0.378,7
D5_full_complete,alex_pbe_native,stable_yield@5000,prevalence_dummy,0.3672,7
D5_full_complete,alex_pbe_native,stable_yield@10000,prevalence_dummy,0.3089,9
D5_full_complete,common_pool,f1,prevalence_dummy,0.44437704719155646,12
D5_full_complete,common_pool,precision,prevalence_dummy,0.44437704719155646,12
D5_full_complete,common_pool,recall,prevalence_dummy,0.44437704719155646,12
D5_full_complete,common_pool,balanced_accuracy,prevalence_dummy,0.42451531418462524,12
D5_full_complete,common_pool,auroc,prevalence_dummy,0.5,7
D5_full_complete,common_pool,auprc,prevalence_dummy,0.5172565261044176,8
D5_full_complete,common_pool,stable_yield@100,prevalence_dummy,0.53,11
D5_full_complete,common_pool,stable_yield@300,prevalence_dummy,0.5033333333333333,10
D5_full_complete,common_pool,stable_yield@500,prevalence_dummy,0.55,10
D5_full_complete,common_pool,stable_yield@1000,prevalence_dummy,0.434,12
D5_full_complete,common_pool,stable_yield@5000,prevalence_dummy,0.5052,9
D5_full_complete,common_pool,stable_yield@10000,prevalence_dummy,0.5113,8
D5_full_complete,consensus,f1,prevalence_dummy,0.3478444186781912,10
D5_full_complete,consensus,precision,prevalence_dummy,0.3478444186781912,10
D5_full_complete,consensus,recall,prevalence_dummy,0.3478444186781912,10
D5_full_complete,consensus,balanced_accuracy,prevalence_dummy,0.4694203252907053,10
D5_full_complete,consensus,auroc,prevalence_dummy,0.5,7
D5_full_complete,consensus,auprc,prevalence_dummy,0.3854310554968717,8
D5_full_complete,consensus,stable_yield@100,prevalence_dummy,0.41,10
D5_full_complete,consensus,stable_yield@300,prevalence_dummy,0.43,9
D5_full_complete,consensus,stable_yield@500,prevalence_dummy,0.396,10
D5_full_complete,consensus,stable_yield@1000,prevalence_dummy,0.311,12
D5_full_complete,consensus,stable_yield@5000,prevalence_dummy,0.3944,7
D5_full_complete,consensus,stable_yield@10000,prevalence_dummy,0.336,11
D5_full_complete,uncertain,f1,prevalence_dummy,0.33730974907445493,4
D5_full_complete,uncertain,precision,prevalence_dummy,0.33730974907445493,4
D5_full_complete,uncertain,recall,prevalence_dummy,0.33730974907445493,4
D5_full_complete,uncertain,balanced_accuracy,prevalence_dummy,0.5050284830527064,4
D5_full_complete,uncertain,auroc,prevalence_dummy,0.5,6
D5_full_complete,uncertain,auprc,prevalence_dummy,0.3305773885610161,5
D5_full_complete,uncertain,stable_yield@100,prevalence_dummy,0.31,8
D5_full_complete,uncertain,stable_yield@300,prevalence_dummy,0.27,9
D5_full_complete,uncertain,stable_yield@500,prevalence_dummy,0.282,9
D5_full_complete,uncertain,stable_yield@1000,prevalence_dummy,0.257,9
D5_full_complete,uncertain,stable_yield@5000,prevalence_dummy,0.2712,10
D5_full_complete,uncertain,stable_yield@10000,prevalence_dummy,0.3235,5
D5_full_complete,audit_view,f1,prevalence_dummy,0.22862864973121114,10
D5_full_complete,audit_view,precision,prevalence_dummy,0.22862864973121114,10
D5_full_complete,audit_view,recall,prevalence_dummy,0.22862864973121114,10
D5_full_complete,audit_view,balanced_accuracy,prevalence_dummy,0.4801965915615956,10
D5_full_complete,audit_view,auroc,prevalence_dummy,0.5,8
D5_full_complete,audit_view,auprc,prevalence_dummy,0.2580162637003998,9
D5_full_complete,audit_view,stable_yield@100,prevalence_dummy,0.25,10
D5_full_complete,audit_view,stable_yield@300,prevalence_dummy,0.2733333333333333,10
D5_full_complete,audit_view,stable_yield@500,prevalence_dummy,0.322,7
D5_full_complete,audit_view,stable_yield@1000,prevalence_dummy,0.31,7
D5_full_complete,audit_view,stable_yield@5000,prevalence_dummy,0.289,7
D5_full_complete,audit_view,stable_yield@10000,prevalence_dummy,0.2362,10
D5_full_complete,mp_native,f1,random_baseline,0.4078929854918142,7
D5_full_complete,mp_native,precision,random_baseline,0.4078929854918142,7
D5_full_complete,mp_native,recall,random_baseline,0.4078929854918142,7
D5_full_complete,mp_native,balanced_accuracy,random_baseline,0.49935191058153233,7
D5_full_complete,mp_native,auroc,random_baseline,0.497948950605227,8
D5_full_complete,mp_native,auprc,random_baseline,0.4063378536140883,8
D5_full_complete,mp_native,stable_yield@100,random_baseline,0.4,10
D5_full_complete,mp_native,stable_yield@300,random_baseline,0.38333333333333336,12
D5_full_complete,mp_native,stable_yield@500,random_baseline,0.382,12
D5_full_complete,mp_native,stable_yield@1000,random_baseline,0.386,12
D5_full_complete,mp_native,stable_yield@5000,random_baseline,0.4038,9
D5_full_complete,mp_native,stable_yield@10000,random_baseline,0.4067,7
D5_full_complete,alexmp20_native,f1,random_baseline,0.3592386397833283,7
D5_full_complete,alexmp20_native,precision,random_baseline,0.3592386397833283,7
D5_full_complete,alexmp20_native,recall,random_baseline,0.3592386397833283,7
D5_full_complete,alexmp20_native,balanced_accuracy,random_baseline,0.4982290230053499,7
D5_full_complete,alexmp20_native,auroc,random_baseline,0.4991145667811644,8
D5_full_complete,alexmp20_native,auprc,random_baseline,0.3606585806083812,8
D5_full_complete,alexmp20_native,stable_yield@100,random_baseline,0.37,9
D5_full_complete,alexmp20_native,stable_yield@300,random_baseline,0.34,11
D5_full_complete,alexmp20_native,stable_yield@500,random_baseline,0.352,11
D5_full_complete,alexmp20_native,stable_yield@1000,random_baseline,0.346,11
D5_full_complete,alexmp20_native,stable_yield@5000,random_baseline,0.3638,8
D5_full_complete,alexmp20_native,stable_yield@10000,random_baseline,0.3608,7
D5_full_complete,alex_pbe_native,f1,random_baseline,0.3283471685707241,8
D5_full_complete,alex_pbe_native,precision,random_baseline,0.3283471685707241,8
D5_full_complete,alex_pbe_native,recall,random_baseline,0.3283471685707241,8
D5_full_complete,alex_pbe_native,balanced_accuracy,random_baseline,0.4980895260787122,8
D5_full_complete,alex_pbe_native,auroc,random_baseline,0.4964320784455725,9
D5_full_complete,alex_pbe_native,auprc,random_baseline,0.3286663287610707,8
D5_full_complete,alex_pbe_native,stable_yield@100,random_baseline,0.36,8
D5_full_complete,alex_pbe_native,stable_yield@300,random_baseline,0.32,10
D5_full_complete,alex_pbe_native,stable_yield@500,random_baseline,0.322,11
D5_full_complete,alex_pbe_native,stable_yield@1000,random_baseline,0.315,11
D5_full_complete,alex_pbe_native,stable_yield@5000,random_baseline,0.3268,9
D5_full_complete,alex_pbe_native,stable_yield@10000,random_baseline,0.3293,7
D5_full_complete,common_pool,f1,random_baseline,0.5154676695377897,7
D5_full_complete,common_pool,precision,random_baseline,0.5154676695377897,7
D5_full_complete,common_pool,recall,random_baseline,0.5154676695377897,7
D5_full_complete,common_pool,balanced_accuracy,random_baseline,0.49814719756624304,7
D5_full_complete,common_pool,auroc,random_baseline,0.4964499971055013,8
D5_full_complete,common_pool,auprc,random_baseline,0.5133938634526523,9
D5_full_complete,common_pool,stable_yield@100,random_baseline,0.47,12
D5_full_complete,common_pool,stable_yield@300,random_baseline,0.4866666666666667,11
D5_full_complete,common_pool,stable_yield@500,random_baseline,0.478,12
D5_full_complete,common_pool,stable_yield@1000,random_baseline,0.49,11
D5_full_complete,common_pool,stable_yield@5000,random_baseline,0.5136,8
D5_full_complete,common_pool,stable_yield@10000,random_baseline,0.5136,7
D5_full_complete,consensus,f1,random_baseline,0.3849478233371983,7
D5_full_complete,consensus,precision,random_baseline,0.3849478233371983,7
D5_full_complete,consensus,recall,random_baseline,0.3849478233371983,7
D5_full_complete,consensus,balanced_accuracy,random_baseline,0.4996068527672969,7
D5_full_complete,consensus,auroc,random_baseline,0.4982222300296616,8
D5_full_complete,consensus,auprc,random_baseline,0.38405956397670665,9
D5_full_complete,consensus,stable_yield@100,random_baseline,0.4,11
D5_full_complete,consensus,stable_yield@300,random_baseline,0.37666666666666665,11
D5_full_complete,consensus,stable_yield@500,random_baseline,0.352,11
D5_full_complete,consensus,stable_yield@1000,random_baseline,0.39,9
D5_full_complete,consensus,stable_yield@5000,random_baseline,0.386,8
D5_full_complete,consensus,stable_yield@10000,random_baseline,0.3848,7
D5_full_complete,uncertain,f1,random_baseline,0.32965857671740023,5
D5_full_complete,uncertain,precision,random_baseline,0.32965857671740023,5
D5_full_complete,uncertain,recall,random_baseline,0.32965857671740023,5
D5_full_complete,uncertain,balanced_accuracy,random_baseline,0.499313728108436,5
D5_full_complete,uncertain,auroc,random_baseline,0.49902413294170256,7
D5_full_complete,uncertain,auprc,random_baseline,0.32830947407631733,6
D5_full_complete,uncertain,stable_yield@100,random_baseline,0.24,10
D5_full_complete,uncertain,stable_yield@300,random_baseline,0.30666666666666664,8
D5_full_complete,uncertain,stable_yield@500,random_baseline,0.304,8
D5_full_complete,uncertain,stable_yield@1000,random_baseline,0.312,6
D5_full_complete,uncertain,stable_yield@5000,random_baseline,0.3234,5
D5_full_complete,uncertain,stable_yield@10000,random_baseline,0.3269,4
D5_full_complete,audit_view,f1,random_baseline,0.25877516601665435,7
D5_full_complete,audit_view,precision,random_baseline,0.25877516601665435,7
D5_full_complete,audit_view,recall,random_baseline,0.25877516601665435,7
D5_full_complete,audit_view,balanced_accuracy,random_baseline,0.5005114009102405,7
D5_full_complete,audit_view,auroc,random_baseline,0.49896361367629366,9
D5_full_complete,audit_view,auprc,random_baseline,0.25805879993313385,8
D5_full_complete,audit_view,stable_yield@100,random_baseline,0.3,9
D5_full_complete,audit_view,stable_yield@300,random_baseline,0.25666666666666665,11
D5_full_complete,audit_view,stable_yield@500,random_baseline,0.262,11
D5_full_complete,audit_view,stable_yield@1000,random_baseline,0.251,11
D5_full_complete,audit_view,stable_yield@5000,random_baseline,0.2598,9
D5_full_complete,audit_view,stable_yield@10000,random_baseline,0.2588,7
D5_family_complete,mp_native,f1,ALIGNN-FF,0.3502727151789278,12
D5_family_complete,mp_native,precision,ALIGNN-FF,0.3502727151789278,12
D5_family_complete,mp_native,recall,ALIGNN-FF,0.3502727151789278,12
D5_family_complete,mp_native,balanced_accuracy,ALIGNN-FF,0.4507703156931023,12
D5_family_complete,mp_native,auroc,ALIGNN-FF,0.46338782650053,12
D5_family_complete,mp_native,auprc,ALIGNN-FF,0.3800404239143464,12
D5_family_complete,mp_native,stable_yield@100,ALIGNN-FF,0.52,9
D5_family_complete,mp_native,stable_yield@300,ALIGNN-FF,0.4166666666666667,10
D5_family_complete,mp_native,stable_yield@500,ALIGNN-FF,0.404,11
D5_family_complete,mp_native,stable_yield@1000,ALIGNN-FF,0.404,11
D5_family_complete,mp_native,stable_yield@5000,ALIGNN-FF,0.339,12
D5_family_complete,mp_native,stable_yield@10000,ALIGNN-FF,0.3412,11
D5_family_complete,alexmp20_native,f1,ALIGNN-FF,0.31090225563909774,12
D5_family_complete,alexmp20_native,precision,ALIGNN-FF,0.31090225563909774,12
D5_family_complete,alexmp20_native,recall,ALIGNN-FF,0.31090225563909774,12
D5_family_complete,alexmp20_native,balanced_accuracy,ALIGNN-FF,0.4604677221519461,12
D5_family_complete,alexmp20_native,auroc,ALIGNN-FF,0.47078815880651337,12
D5_family_complete,alexmp20_native,auprc,ALIGNN-FF,0.33506030471085,12
D5_family_complete,alexmp20_native,stable_yield@100,ALIGNN-FF,0.35,10
D5_family_complete,alexmp20_native,stable_yield@300,ALIGNN-FF,0.2633333333333333,12
D5_family_complete,alexmp20_native,stable_yield@500,ALIGNN-FF,0.268,12
D5_family_complete,alexmp20_native,stable_yield@1000,ALIGNN-FF,0.323,12
D5_family_complete,alexmp20_native,stable_yield@5000,ALIGNN-FF,0.2966,12
D5_family_complete,alexmp20_native,stable_yield@10000,ALIGNN-FF,0.3052,12
D5_family_complete,alex_pbe_native,f1,ALIGNN-FF,0.2918856767411301,11
D5_family_complete,alex_pbe_native,precision,ALIGNN-FF,0.2918856767411301,11
D5_family_complete,alex_pbe_native,recall,ALIGNN-FF,0.2918856767411301,11
D5_family_complete,alex_pbe_native,balanced_accuracy,ALIGNN-FF,0.4708839575129349,11
D5_family_complete,alex_pbe_native,auroc,ALIGNN-FF,0.4827987217685911,11
D5_family_complete,alex_pbe_native,auprc,ALIGNN-FF,0.3127495121368052,12
D5_family_complete,alex_pbe_native,stable_yield@100,ALIGNN-FF,0.29,11
D5_family_complete,alex_pbe_native,stable_yield@300,ALIGNN-FF,0.22,12
D5_family_complete,alex_pbe_native,stable_yield@500,ALIGNN-FF,0.238,12
D5_family_complete,alex_pbe_native,stable_yield@1000,ALIGNN-FF,0.299,12
D5_family_complete,alex_pbe_native,stable_yield@5000,ALIGNN-FF,0.2894,12
D5_family_complete,alex_pbe_native,stable_yield@10000,ALIGNN-FF,0.2919,11
D5_family_complete,common_pool,f1,ALIGNN-FF,0.48337983743782603,11
D5_family_complete,common_pool,precision,ALIGNN-FF,0.48337983743782603,11
D5_family_complete,common_pool,recall,ALIGNN-FF,0.48337983743782603,11
D5_family_complete,common_pool,balanced_accuracy,ALIGNN-FF,0.46493031645726357,11
D5_family_complete,common_pool,auroc,ALIGNN-FF,0.4776810869639723,11
D5_family_complete,common_pool,auprc,ALIGNN-FF,0.4963726286121348,12
D5_family_complete,common_pool,stable_yield@100,ALIGNN-FF,0.57,10
D5_family_complete,common_pool,stable_yield@300,ALIGNN-FF,0.48333333333333334,12
D5_family_complete,common_pool,stable_yield@500,ALIGNN-FF,0.48,11
D5_family_complete,common_pool,stable_yield@1000,ALIGNN-FF,0.499,10
D5_family_complete,common_pool,stable_yield@5000,ALIGNN-FF,0.466,12
D5_family_complete,common_pool,stable_yield@10000,ALIGNN-FF,0.4708,11
D5_family_complete,consensus,f1,ALIGNN-FF,0.32981975334668495,12
D5_family_complete,consensus,precision,ALIGNN-FF,0.32981975334668495,12
D5_family_complete,consensus,recall,ALIGNN-FF,0.32981975334668495,12
D5_family_complete,consensus,balanced_accuracy,ALIGNN-FF,0.4547697391799528,12
D5_family_complete,consensus,auroc,ALIGNN-FF,0.47256744554615276,12
D5_family_complete,consensus,auprc,ALIGNN-FF,0.3600787647691679,12
D5_family_complete,consensus,stable_yield@100,ALIGNN-FF,0.37,12
D5_family_complete,consensus,stable_yield@300,ALIGNN-FF,0.3,12
D5_family_complete,consensus,stable_yield@500,ALIGNN-FF,0.35,12
D5_family_complete,consensus,stable_yield@1000,ALIGNN-FF,0.355,11
D5_family_complete,consensus,stable_yield@5000,ALIGNN-FF,0.326,12
D5_family_complete,consensus,stable_yield@10000,ALIGNN-FF,0.33,12
D5_family_complete,uncertain,f1,ALIGNN-FF,0.30885369656191025,9
D5_family_complete,uncertain,precision,ALIGNN-FF,0.30885369656191025,9
D5_family_complete,uncertain,recall,ALIGNN-FF,0.30885369656191025,9
D5_family_complete,uncertain,balanced_accuracy,ALIGNN-FF,0.4833319874237543,9
D5_family_complete,uncertain,auroc,ALIGNN-FF,0.47735467047541574,11
D5_family_complete,uncertain,auprc,ALIGNN-FF,0.31797915044783065,11
D5_family_complete,uncertain,stable_yield@100,ALIGNN-FF,0.38,6
D5_family_complete,uncertain,stable_yield@300,ALIGNN-FF,0.36333333333333334,6
D5_family_complete,uncertain,stable_yield@500,ALIGNN-FF,0.322,6
D5_family_complete,uncertain,stable_yield@1000,ALIGNN-FF,0.311,7
D5_family_complete,uncertain,stable_yield@5000,ALIGNN-FF,0.3124,9
D5_family_complete,uncertain,stable_yield@10000,ALIGNN-FF,0.3075,9
D5_family_complete,audit_view,f1,ALIGNN-FF,0.22515020554442922,11
D5_family_complete,audit_view,precision,ALIGNN-FF,0.22515020554442922,11
D5_family_complete,audit_view,recall,ALIGNN-FF,0.22515020554442922,11
D5_family_complete,audit_view,balanced_accuracy,ALIGNN-FF,0.47801533707571087,11
D5_family_complete,audit_view,auroc,ALIGNN-FF,0.48845314708619547,11
D5_family_complete,audit_view,auprc,ALIGNN-FF,0.2456887829605552,12
