denominator,model_name,label_view,n,positive_rate,label_semantics,metric_status,f1,precision,recall,balanced_accuracy,auroc,auprc
D5_full_complete,CHGNet,common_pool,31872,0.5172565261044176,stability,ok,0.48459298798980954,0.48459298798980954,0.48459298798980954,0.4661688454832708,0.47714848087546924,0.5011589083844536
D5_full_complete,CHGNet,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,CHGNet,consensus,24614,0.3854310554968717,stability,ok,0.33846316011384,0.33846316011384,0.33846316011384,0.46178793624122616,0.47316068878310924,0.3652564747342638
D5_full_complete,CHGNet,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.30933772110242697,0.30933772110242697,0.30933772110242697,0.48413583056827697,0.47922714703504216,0.32130055754435566
D5_full_complete,CHGNet,audit_view,36769,0.2580162637003998,stability,ok,0.22346368715083798,0.22346368715083798,0.22346368715083798,0.476716082267597,0.4879827489481727,0.2479882958431099
D5_full_complete,M3GNet,mp_native,36769,0.40865946857407054,stability,ok,0.3738852655397311,0.3738852655397311,0.3738852655397311,0.47059714226717503,0.4806218945310445,0.3983976334926506
D5_full_complete,M3GNet,alexmp20_native,36769,0.36150017677935214,stability,ok,0.33599157387902495,0.33599157387902495,0.33599157387902495,0.480024581078457,0.48947569182743966,0.35211456408696656
D5_full_complete,M3GNet,alex_pbe_native,36769,0.33090375044194836,stability,ok,0.3060738061970905,0.3060738061970905,0.3060738061970905,0.48144516258964354,0.49258284433592503,0.3233459840606443
D5_full_complete,M3GNet,common_pool,31872,0.5172565261044176,stability,ok,0.4907800558049254,0.4907800558049254,0.4907800558049254,0.4725770810676778,0.4862080744954233,0.510183827015601
D5_full_complete,M3GNet,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,M3GNet,consensus,24614,0.3854310554968717,stability,ok,0.3542742700537578,0.3542742700537578,0.3542742700537578,0.4746515132909101,0.486897080492364,0.3774059517436322
D5_full_complete,M3GNet,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.31238173591114765,0.31238173591114765,0.31238173591114765,0.486409442750406,0.48166412235019773,0.3226118598487381
D5_full_complete,M3GNet,audit_view,36769,0.2580162637003998,stability,ok,0.24043427848634974,0.24043427848634974,0.24043427848634974,0.4881520413764495,0.49808029062676923,0.2556927578863755
D5_full_complete,MACE-MP,mp_native,36769,0.40865946857407054,stability,ok,0.37960867829096234,0.37960867829096234,0.37960867829096234,0.47543649662145043,0.48710324630763574,0.4052202881647264
D5_full_complete,MACE-MP,alexmp20_native,36769,0.36150017677935214,stability,ok,0.342612097502257,0.342612097502257,0.342612097502257,0.48520901761427115,0.4964146003225495,0.35926700486341867
D5_full_complete,MACE-MP,alex_pbe_native,36769,0.33090375044194836,stability,ok,0.31527903345113834,0.31527903345113834,0.31527903345113834,0.4883240139209192,0.49899986481255665,0.3285859064107118
D5_full_complete,MACE-MP,common_pool,31872,0.5172565261044176,stability,ok,0.49751304136843383,0.49751304136843383,0.49751304136843383,0.47955074920365015,0.4955174004314135,0.5182962046888805
D5_full_complete,MACE-MP,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,MACE-MP,consensus,24614,0.3854310554968717,stability,ok,0.36217982502371665,0.36217982502371665,0.36217982502371665,0.481083301815752,0.4975649371633023,0.38636990805521054
D5_full_complete,MACE-MP,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.3155080213903743,0.3155080213903743,0.3155080213903743,0.48874450391043056,0.48321489641278953,0.32371648326219415
D5_full_complete,MACE-MP,audit_view,36769,0.2580162637003998,stability,ok,0.2547696848318752,0.2547696848318752,0.2547696848318752,0.4978122304373437,0.5060910443606126,0.2613537946559711
D5_full_complete,MP_common_pool_public_hull_rank,mp_native,36769,0.40865946857407054,stability,ok,0.7723279648609077,0.7723279648609077,0.7723279648609077,0.8074949855119053,0.8694692173756202,0.7520563502501771
D5_full_complete,MP_common_pool_public_hull_rank,alexmp20_native,36769,0.36150017677935214,stability,ok,0.6691995185073728,0.6691995185073728,0.6691995185073728,0.7409549153639219,0.8258909040267877,0.6421432652366275
D5_full_complete,MP_common_pool_public_hull_rank,alex_pbe_native,36769,0.33090375044194836,stability,ok,0.5831347086381196,0.5831347086381196,0.5831347086381196,0.6884863039979476,0.7932869769511924,0.565633130544103
D5_full_complete,MP_common_pool_public_hull_rank,common_pool,31872,0.5172565261044176,stability,ok,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
D5_full_complete,MP_common_pool_public_hull_rank,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,MP_common_pool_public_hull_rank,consensus,24614,0.3854310554968717,stability,ok,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
D5_full_complete,MP_common_pool_public_hull_rank,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.4671328671328671,0.4671328671328671,0.4671328671328671,0.6019949701716176,0.6869260710754552,0.45935968923771203
D5_full_complete,MP_common_pool_public_hull_rank,audit_view,36769,0.2580162637003998,stability,ok,0.5011067776957943,0.5011067776957943,0.5011067776957943,0.6638112145205017,0.8476537507481812,0.5294285232560952
D5_full_complete,MP_source_native_public_hull_rank,mp_native,36769,0.40865946857407054,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_full_complete,MP_source_native_public_hull_rank,alexmp20_native,36769,0.36150017677935214,stability,ok,0.8113150767378875,0.8113150767378875,0.8113150767378875,0.8522435587292965,0.9072459809846355,0.7852760229350781
D5_full_complete,MP_source_native_public_hull_rank,alex_pbe_native,36769,0.33090375044194836,stability,ok,0.7293498808251828,0.7293498808251828,0.7293498808251828,0.7977494871974056,0.8797565953856523,0.7015775797568609
D5_full_complete,MP_source_native_public_hull_rank,common_pool,31872,0.5172565261044176,stability,ok,0.8791702050224433,0.8791702050224433,0.8791702050224433,0.8748509285868749,0.9439873543129268,0.9565783864226446
D5_full_complete,MP_source_native_public_hull_rank,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,MP_source_native_public_hull_rank,consensus,24614,0.3854310554968717,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_full_complete,MP_source_native_public_hull_rank,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.3586178527354998,0.3586178527354998,0.3586178527354998,0.5209437683276101,0.6147298041530879,0.3859920529972507
D5_full_complete,MP_source_native_public_hull_rank,audit_view,36769,0.2580162637003998,stability,ok,0.6242226204279541,0.6242226204279541,0.6242226204279541,0.7467751911611217,0.8984861813650026,0.6313722880340743
D5_full_complete,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,36769,0.40865946857407054,stability,ok,0.8424730467190203,0.8424730467190203,0.8424730467190203,0.8668052121329085,0.9175196603371432,0.8678190308146192
D5_full_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,36769,0.36150017677935214,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_full_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,36769,0.33090375044194836,stability,ok,0.8141694748089093,0.8141694748089093,0.8141694748089093,0.8611331887498737,0.9182899493978827,0.7928081057673634
D5_full_complete,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,31872,0.5172565261044176,stability,ok,0.8476282906708723,0.8476282906708723,0.8476282906708723,0.8421814922742117,0.920330271998194,0.9345045401036459
D5_full_complete,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,24614,0.3854310554968717,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_full_complete,MatterGen_alex_mp20_source_native_public_hull_rank,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.2842451665981078,0.2842451665981078,0.2842451665981078,0.4653938923101858,0.5706400931576465,0.34619313316807776
D5_full_complete,MatterGen_alex_mp20_source_native_public_hull_rank,audit_view,36769,0.2580162637003998,stability,ok,0.7122377990934964,0.7122377990934964,0.7122377990934964,0.8060859107629347,0.9302653764386775,0.7137375865182064
D5_full_complete,consensus_oracle_proxy,mp_native,36769,0.40865946857407054,stability,ok,0.6313722880340743,0.6313722880340743,0.6313722880340743,0.688311816647309,0.6874524299535592,0.7783085460556074
D5_full_complete,consensus_oracle_proxy,alexmp20_native,36769,0.36150017677935214,stability,ok,0.7137375865182064,0.7137375865182064,0.7137375865182064,0.7758320338775808,0.7660670919224302,0.8206038144901873
D5_full_complete,consensus_oracle_proxy,alex_pbe_native,36769,0.33090375044194836,stability,ok,0.779732062135284,0.779732062135284,0.779732062135284,0.835398914573048,0.8232134098727805,0.8581195888571194
D5_full_complete,consensus_oracle_proxy,common_pool,31872,0.5172565261044176,stability,ok,0.5754579643333738,0.5754579643333738,0.5754579643333738,0.560281952399366,0.5790848082437596,0.7694944148671565
D5_full_complete,consensus_oracle_proxy,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,consensus_oracle_proxy,consensus,24614,0.3854310554968717,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_full_complete,consensus_oracle_proxy,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.0,0.0,0.0,0.2530876736816446,0.0,0.18729655392544733
D5_full_complete,consensus_oracle_proxy,audit_view,36769,0.2580162637003998,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,mp_native,36769,0.40865946857407054,stability,ok,0.7190203647011846,0.7190203647011846,0.7190203647011846,0.7624214641424334,0.8543957571000252,0.7041479282589056
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alexmp20_native,36769,0.36150017677935214,stability,ok,0.6418898585615408,0.6418898585615408,0.6418898585615408,0.7195691146536886,0.8375795758690763,0.6345734750226204
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,alex_pbe_native,36769,0.33090375044194836,stability,ok,0.5953809484671653,0.5953809484671653,0.5953809484671653,0.6976376330011624,0.840864835627924,0.6038291361471249
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,common_pool,31872,0.5172565261044176,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,consensus,24614,0.3854310554968717,stability,ok,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999998
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.5411764705882353,0.5411764705882353,0.5411764705882353,0.6572990502774605,0.761783866385265,0.525718699101369
D5_full_complete,official_Alexandria_PBE_common_pool_public_hull_rank,audit_view,36769,0.2580162637003998,stability,ok,0.4215241909982081,0.4215241909982081,0.4215241909982081,0.6101829590721559,0.8064192951811092,0.4693726898931162
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,mp_native,36769,0.40865946857407054,stability,ok,0.8131239185411953,0.8131239185411953,0.8131239185411953,0.8419894531766823,0.9023382206129161,0.8412093080177298
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alexmp20_native,36769,0.36150017677935214,stability,ok,0.8552512789647908,0.8552512789647908,0.8552512789647908,0.8866493648306085,0.9361282322390279,0.8611432857960069
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,alex_pbe_native,36769,0.33090375044194836,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,common_pool,31872,0.5172565261044176,stability,ok,0.8386509765861944,0.8386509765861944,0.8386509765861944,0.8328832680929152,0.9143576738411389,0.9375133736687676
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,consensus,24614,0.3854310554968717,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.22048539695598518,0.22048539695598518,0.22048539695598518,0.41777093444126556,0.5445139277052249,0.32493086672212423
D5_full_complete,official_Alexandria_PBE_source_native_public_hull_rank,audit_view,36769,0.2580162637003998,stability,ok,0.7828607568251291,0.7828607568251291,0.7828607568251291,0.8536765480482218,0.9508833663221171,0.779732062135284
D5_full_complete,prevalence_dummy,mp_native,36769,0.40865946857407054,stability,ok,0.37275389325169705,0.37275389325169705,0.37275389325169705,0.4696405257087718,0.5,0.40865946857407054
D5_full_complete,prevalence_dummy,alexmp20_native,36769,0.36150017677935214,stability,ok,0.34998495335540175,0.34998495335540175,0.34998495335540175,0.49098259466551875,0.5,0.36150017677935214
D5_full_complete,prevalence_dummy,alex_pbe_native,36769,0.33090375044194836,stability,ok,0.3383742911153119,0.3383742911153119,0.3383742911153119,0.505582560564566,0.5,0.33090375044194836
D5_full_complete,prevalence_dummy,common_pool,31872,0.5172565261044176,stability,ok,0.44437704719155646,0.44437704719155646,0.44437704719155646,0.42451531418462524,0.5,0.5172565261044176
D5_full_complete,prevalence_dummy,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,prevalence_dummy,consensus,24614,0.3854310554968717,stability,ok,0.3478444186781912,0.3478444186781912,0.3478444186781912,0.4694203252907053,0.5,0.3854310554968717
D5_full_complete,prevalence_dummy,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.33730974907445493,0.33730974907445493,0.33730974907445493,0.5050284830527064,0.5,0.3305773885610161
D5_full_complete,prevalence_dummy,audit_view,36769,0.2580162637003998,stability,ok,0.22862864973121114,0.22862864973121114,0.22862864973121114,0.4801965915615956,0.5,0.2580162637003998
D5_full_complete,random_baseline,mp_native,36769,0.40865946857407054,stability,ok,0.4078929854918142,0.4078929854918142,0.4078929854918142,0.49935191058153233,0.497948950605227,0.4063378536140883
D5_full_complete,random_baseline,alexmp20_native,36769,0.36150017677935214,stability,ok,0.3592386397833283,0.3592386397833283,0.3592386397833283,0.4982290230053499,0.4991145667811644,0.3606585806083812
D5_full_complete,random_baseline,alex_pbe_native,36769,0.33090375044194836,stability,ok,0.3283471685707241,0.3283471685707241,0.3283471685707241,0.4980895260787122,0.4964320784455725,0.3286663287610707
D5_full_complete,random_baseline,common_pool,31872,0.5172565261044176,stability,ok,0.5154676695377897,0.5154676695377897,0.5154676695377897,0.49814719756624304,0.4964499971055013,0.5133938634526523
D5_full_complete,random_baseline,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_full_complete,random_baseline,consensus,24614,0.3854310554968717,stability,ok,0.3849478233371983,0.3849478233371983,0.3849478233371983,0.4996068527672969,0.4982222300296616,0.38405956397670665
D5_full_complete,random_baseline,uncertain,36769,0.3305773885610161,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.32965857671740023,0.32965857671740023,0.32965857671740023,0.499313728108436,0.49902413294170256,0.32830947407631733
D5_full_complete,random_baseline,audit_view,36769,0.2580162637003998,stability,ok,0.25877516601665435,0.25877516601665435,0.25877516601665435,0.5005114009102405,0.49896361367629366,0.25805879993313385
D5_family_complete,ALIGNN-FF,mp_native,36802,0.4085104070430955,stability,ok,0.3502727151789278,0.3502727151789278,0.3502727151789278,0.4507703156931023,0.46338782650053,0.3800404239143464
D5_family_complete,ALIGNN-FF,alexmp20_native,36802,0.36139340253247104,stability,ok,0.31090225563909774,0.31090225563909774,0.31090225563909774,0.4604677221519461,0.47078815880651337,0.33506030471085
D5_family_complete,ALIGNN-FF,alex_pbe_native,36802,0.33085158415303517,stability,ok,0.2918856767411301,0.2918856767411301,0.2918856767411301,0.4708839575129349,0.4827987217685911,0.3127495121368052
D5_family_complete,ALIGNN-FF,common_pool,31873,0.517240297430427,stability,ok,0.48337983743782603,0.48337983743782603,0.48337983743782603,0.46493031645726357,0.4776810869639723,0.4963726286121348
D5_family_complete,ALIGNN-FF,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_family_complete,ALIGNN-FF,consensus,24615,0.3854153971155799,stability,ok,0.32981975334668495,0.32981975334668495,0.32981975334668495,0.4547697391799528,0.47256744554615276,0.3600787647691679
D5_family_complete,ALIGNN-FF,uncertain,36802,0.3311504809521222,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.30885369656191025,0.30885369656191025,0.30885369656191025,0.4833319874237543,0.47735467047541574,0.31797915044783065
D5_family_complete,ALIGNN-FF,audit_view,36802,0.2577849029944025,stability,ok,0.22515020554442922,0.22515020554442922,0.22515020554442922,0.47801533707571087,0.48845314708619547,0.2456887829605552
D5_family_complete,CHGNet,mp_native,36801,0.40852150756772915,stability,ok,0.36111480643873883,0.36111480643873883,0.36111480643873883,0.4599252536351364,0.4663785149428588,0.386028293860766
D5_family_complete,CHGNet,alexmp20_native,36801,0.36140322273851255,stability,ok,0.31781954887218045,0.31781954887218045,0.31781954887218045,0.46587543547179083,0.47649618493278,0.3423696989798331
D5_family_complete,CHGNet,alex_pbe_native,36801,0.33086057444091194,stability,ok,0.28901116951379763,0.28901116951379763,0.28901116951379763,0.4687289350107059,0.48128657857347734,0.3147672985817327
D5_family_complete,CHGNet,common_pool,31872,0.5172565261044176,stability,ok,0.48459298798980954,0.48459298798980954,0.48459298798980954,0.4661688454832708,0.47714848087546924,0.5011589083844536
D5_family_complete,CHGNet,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_family_complete,CHGNet,consensus,24614,0.3854310554968717,stability,ok,0.33846316011384,0.33846316011384,0.33846316011384,0.46178793624122616,0.47316068878310924,0.3652564747342638
D5_family_complete,CHGNet,uncertain,36801,0.3311594793619739,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.3105768441782227,0.3105768441782227,0.3105768441782227,0.484613196607678,0.4793019966362194,0.3219519754434177
D5_family_complete,CHGNet,audit_view,36801,0.2577919078285916,stability,ok,0.2232528723516391,0.2232528723516391,0.2232528723516391,0.47673224272191317,0.487977057724826,0.24775629953573888
D5_family_complete,M3GNet,mp_native,36802,0.4085104070430955,stability,ok,0.3737528269256352,0.3737528269256352,0.3737528269256352,0.47061860383400467,0.4806903353990174,0.3982855260120711
D5_family_complete,M3GNet,alexmp20_native,36802,0.36139340253247104,stability,ok,0.3357894736842105,0.3357894736842105,0.3357894736842105,0.47995328505076834,0.48952281296808525,0.35203972576808107
D5_family_complete,M3GNet,alex_pbe_native,36802,0.33085158415303517,stability,ok,0.30609395532194483,0.30609395532194483,0.30609395532194483,0.4815006445171407,0.49262126657903416,0.32331305018797435
D5_family_complete,M3GNet,common_pool,31873,0.517240297430427,stability,ok,0.4907800558049254,0.4907800558049254,0.4907800558049254,0.4725948111610576,0.48624135935746654,0.5101838003090617
D5_family_complete,M3GNet,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_family_complete,M3GNet,consensus,24615,0.3854153971155799,stability,ok,0.3542742700537578,0.3542742700537578,0.3542742700537578,0.47466489811519197,0.48693090037707537,0.37740592849345683
D5_family_complete,M3GNet,uncertain,36802,0.3311504809521222,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.31336670222368096,0.31336670222368096,0.31336670222368096,0.48670569521096707,0.48171416910767995,0.3232277421530846
D5_family_complete,M3GNet,audit_view,36802,0.2577849029944025,stability,ok,0.24043427848634974,0.24043427848634974,0.24043427848634974,0.4883115928400996,0.49810955504474547,0.25546418772278606
D5_family_complete,MACE-MP,mp_native,36802,0.4085104070430955,stability,ok,0.37940667819608886,0.37940667819608886,0.37940667819608886,0.4753979366724656,0.48718680234394107,0.4051540421249722
D5_family_complete,MACE-MP,alexmp20_native,36802,0.36139340253247104,stability,ok,0.3426315789473684,0.3426315789473684,0.3426315789473684,0.48531034312869226,0.49647532316878484,0.3592279428030877
D5_family_complete,MACE-MP,alex_pbe_native,36802,0.33085158415303517,stability,ok,0.31521024967148487,0.31521024967148487,0.31521024967148487,0.48831250727706466,0.4990543584587852,0.3285882214703185
D5_family_complete,MACE-MP,common_pool,31873,0.517240297430427,stability,ok,0.49751304136843383,0.49751304136843383,0.49751304136843383,0.4795682448669686,0.49554978462142807,0.5182961027178061
D5_family_complete,MACE-MP,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_family_complete,MACE-MP,consensus,24615,0.3854153971155799,stability,ok,0.36217982502371665,0.36217982502371665,0.36217982502371665,0.4810965227709805,0.49759783587627526,0.38636983239392975
D5_family_complete,MACE-MP,uncertain,36802,0.3311504809521222,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.3164847788627226,0.3164847788627226,0.3164847788627226,0.4890366205912232,0.4831995649220195,0.324247917183357
D5_family_complete,MACE-MP,audit_view,36802,0.2577849029944025,stability,ok,0.25466427743227577,0.25466427743227577,0.25466427743227577,0.49789776200004787,0.5061416953681388,0.2611515151497135
D5_family_complete,MP_common_pool_public_hull_rank,mp_native,36770,0.4086483546369323,stability,ok,0.7723279648609077,0.7723279648609077,0.7723279648609077,0.8074986034753397,0.869475220446933,0.7520563502501773
D5_family_complete,MP_common_pool_public_hull_rank,alexmp20_native,36770,0.3614903453902638,stability,ok,0.6691995185073728,0.6691995185073728,0.6691995185073728,0.7409589039849241,0.8258983166625636,0.6421432644969001
D5_family_complete,MP_common_pool_public_hull_rank,alex_pbe_native,36770,0.33089475115583356,stability,ok,0.5831347086381196,0.5831347086381196,0.5831347086381196,0.6884904937735978,0.7932953788949817,0.565633130544103
D5_family_complete,MP_common_pool_public_hull_rank,common_pool,31873,0.517240297430427,stability,ok,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
D5_family_complete,MP_common_pool_public_hull_rank,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_family_complete,MP_common_pool_public_hull_rank,consensus,24615,0.3854153971155799,stability,ok,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
D5_family_complete,MP_common_pool_public_hull_rank,uncertain,36770,0.3305683981506663,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.4671328671328671,0.4671328671328671,0.4671328671328671,0.6020003153458363,0.6869387865602512,0.4593596884979845
D5_family_complete,MP_common_pool_public_hull_rank,audit_view,36770,0.25800924666847974,stability,ok,0.5011067776957943,0.5011067776957943,0.5011067776957943,0.663814393869339,0.8476593346740416,0.5294285232560952
D5_family_complete,MP_source_native_public_hull_rank,mp_native,36802,0.4085104070430955,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_family_complete,MP_source_native_public_hull_rank,alexmp20_native,36802,0.36139340253247104,stability,ok,0.8112781954887218,0.8112781954887218,0.8112781954887218,0.8522393870814386,0.9072235173714219,0.785214911338006
D5_family_complete,MP_source_native_public_hull_rank,alex_pbe_native,36802,0.33085158415303517,stability,ok,0.7293856767411301,0.7293856767411301,0.7293856767411301,0.7977920018563118,0.8797764257630553,0.7015761876567441
D5_family_complete,MP_source_native_public_hull_rank,common_pool,31873,0.517240297430427,stability,ok,0.8791702050224433,0.8791702050224433,0.8791702050224433,0.8748551356560842,0.9439909945706565,0.9565783864226446
D5_family_complete,MP_source_native_public_hull_rank,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_family_complete,MP_source_native_public_hull_rank,consensus,24615,0.3854153971155799,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_family_complete,MP_source_native_public_hull_rank,uncertain,36802,0.3311504809521222,uncertainty_indicator,uncertainty_indicator_not_primary_stability_metric,0.35931730532534667,0.35931730532534667,0.35931730532534667,0.521056174498952,0.6142134368578647,0.38631736951249585
D5_family_complete,MP_source_native_public_hull_rank,audit_view,36802,0.2577849029944025,stability,ok,0.6238009908295562,0.6238009908295562,0.6238009908295562,0.7465700908751478,0.8984623833058759,0.6310363176799255
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,mp_native,36802,0.4085104070430955,stability,ok,0.8424238392975921,0.8424238392975921,0.8424238392975921,0.8667971824198362,0.917484141788719,0.8677034437101401
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alexmp20_native,36802,0.36139340253247104,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,alex_pbe_native,36802,0.33085158415303517,stability,ok,0.8141425755584757,0.8141425755584757,0.8141425755584757,0.8611239150837128,0.91827436045074,0.7927444484047435
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,common_pool,31873,0.517240297430427,stability,ok,0.8476282906708723,0.8476282906708723,0.8476282906708723,0.8421867975743391,0.920335106762807,0.9345044502695337
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,source_union,0,,stability,not_evaluable_full_source_union_incomplete,,,,,,
D5_family_complete,MatterGen_alex_mp20_source_native_public_hull_rank,consensus,24615,0.3854153971155799,stability,ok,1.0,1.0,1.0,1.0,1.0,1.0
